completion date,Title,author(s),pages,review,rating,status,format,platform,publisher,Imprint,publication date,type,genre,language
11-13-17,キネマ探偵カレイドミステリー,斜線堂 有紀,370,y,2,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Feb-2017,Fiction,Mystery,jp
06-09-18,妄想女子はお隣に住むドSな上司に抱かれたい,玉紀 直,299,y,1.5,Completed,Physical Book,,Jパブリッシング,Jパブリッシング,3-Mar-2017,Fiction,Romance,jp
10-09-20,テミスの剣,中山 七里,394,y,3,Completed,Physical Book,,文藝春秋,文春文庫,10-Mar-2017,Fiction,Mystery,jp
03-14-19,明治あやかし新聞 怠惰な記者の裏稼業,さとみ桜,338,y,1.5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Mar-2017,Fiction,Fantasy,jp
02-03-18,ひきこもりの弟だった,葦舟 ナツ,354,y,5,Completed,Physical Book,,KADOKAWA,メディアワークス文庫,25-Mar-2017,Fiction,Contemporary,jp
10-12-18,22年目の告白-私が殺人犯です,浜口 倫太郎,336,y,5,Completed,Physical Book,,講談社,講談社文庫,14-Apr-2017,Fiction,Thriller,jp
12-29-18,世界で一番、俺が〇〇(2),水城 せとな,176,n,3,Completed,Manga,,講談社,イブニングKC,21-Apr-2017,Fiction,Fantasy,jp
01-23-18,君の膵臓をたべたい,住野 よる,328,y,5,Completed,Physical Book,,双葉社,双葉文庫,27-Apr-2017,Fiction,Romance,jp
01-16-18,新参者,東野 圭吾,416,y,4.5,Completed,Physical Book,,双葉社,講談社文庫,27-Apr-2017,Fiction,Romance,jp
09-05-17,Crooked Kingdom,Leigh Bardugo,560,y,5,Completed,Physical Book,,Orion,Orion Children's Books,4-May-2017,Fiction,Fantasy,eng
01-05-19,Lies,T. M. Logan,528,y,2,Completed,Physical Book,,Twenty7,Twenty7,4-May-2017,Fiction,Thriller,eng
01-17-22,Hunch: Turn Your Everyday Insights into the Next Big Thing,Bernadette Jiwa,176,n,4,Completed,Audiobook,BorrowBox,Penguin Random House,Penguin,1-Jun-2017,Nonfiction,Business,eng
,THE SECRET GARDEN,Frances Hodgson Burnett,375,n,5,Completed,Physical Book,,William Collins,Collins Classics,1-Jun-2017,Fiction,Adventure,eng
06-27-20,One of Us Is Lying,Karen M. McManus,368,y,4,Completed,Audiobook,Libby,Penguin Random House,Penguin,1-Jun-2017,Fiction,Thriller,eng
05-29-19,Astrophysics for People in a Hurry,Neil deGrasse Tyson,224,n,2,Completed,Audiobook,Libby,W. W. Norton & Company,W. W. Norton & Company,2-Jun-2017,Nonfiction,Applied Physics,eng
12-12-17,Our Dark Duet,V. E. Schwab,400,n,4,Completed,Physical Book,,Titan,Titan Books,13-Jun-2017,Fiction,Fantasy,eng
07-31-19,豆の上で眠る,湊 かなえ,367,n,,Completed,Physical Book,,新潮社,新潮文庫,28-Jun-2017,Fiction,Mystery,jp
05-07-20,Nevernight,Jay Kristoff,480,y,2,Completed,Audiobook,Libby,HarperCollins,HarperVoyager,29-Jun-2017,Fiction,Fantasy,eng
12-26-20,夜見師2,中村 ふみ,288,y,4.5,Completed,E-Book,Kindle,KADOKAWA,角川ホラー文庫,25-Jul-2017,Fiction,Horror,jp
11-12-20,BABEL 復讐の贈与者,日野 草,320,y,4,Completed,Physical Book,,KADOKAWA,角川文庫,25-Jul-2017,Fiction,Thriller,jp
10-10-17,ヲタクに恋は難しい (4),ふじた,127,y,3,Completed,Manga,,一迅社,一迅社,26-Jul-2017,Fiction,Romance,jp
10-16-21,Death Knocks Twice,Robert Thorogood,385,n,3,Completed,Audiobook,Libby,HarperCollins,HQ,27-Jul-2017,Fiction,Mystery,eng
06-08-21,The Keeper of Lost Things,Ruth Hogan,320,y,4,Completed,Audiobook,Libby,Hachette Book,Two Roads,10-Aug-2017,Fiction,Contemporary,eng
10-29-20,ルビンの壺が割れた,宿野 かほる,156,y,4,Completed,Physical Book,,新潮社,新潮社,22-Aug-2017,Fiction,Realist Literature,jp
,Stalking Jack the Ripper,Kerri Maniscalco,352,,,DNF,Audiobook,Libby,Jimmy Patterson,Jimmy Patterson,5-Sep-2017,Fiction,Mystery,eng
12-03-18,花咲舞が黙ってない,池井戸 潤,428,y,3,Completed,Physical Book,,中央公論新社,中公文庫,5-Sep-2017,Fiction,経済小説,jp
11-29-17,マスカレード・ナイト,東野 圭吾,464,y,4,Completed,Physical Book,,集英社,集英社文庫,15-Sep-2017,Fiction,Mystery,jp
06-23-19,Call Me By Your Name,Andre Aciman,256,n,5,Completed,Physical Book,,Atlantic Books,Atlantic Books,21-Sep-2017,Fiction,Bildungsroman,eng
01-08-19,サイメシスの迷宮 完璧な死体,アイダ サキ,256,n,4,Completed,Physical Book,,講談社,講談社タイガ,21-Sep-2017,Fiction,Mystery,jp
,Lily and the Octopus,Steven Rowley,320,,,DNF,Audiobook,BorrowBox,Simon & Schuster UK,Simon & Schuster UK,5-Oct-2017,Fiction,Literary Fiction,eng
12-31-19,A Gentleman in Moscow,Amor Towles,512,y,3,Completed,Physical Book,,Windmill Books,Windmill Books,2-Nov-2017,Fiction,History,eng
11-26-20,The Travelling Cat Chronicles,Hiro Arikawa,256,y,5,Completed,Physical Book,,Penguin Random House,Doubleday,2-Nov-2017,Fiction,Adventure,eng
07-01-21,Magpie Murders,Anthony Horowitz,560,y,2,Completed,Audiobook,BorrowBox,Orion,Orion,16-Nov-2017,Fiction,Mystery,eng
04-22-18,Magpie Murders,Anthony Horowitz,560,y,2,Completed,Physical Book,,Orion,Orion,16-Nov-2017,Fiction,Mystery,eng
01-12-20,How to Stop Time,Matt Haig,336,y,4.5,Completed,Physical Book,,Canongate Books,Canongate Books,14-Dec-2017,Fiction,Literary Fiction,eng
09-21-20,エレノア・オリファントは今日も元気です,ゲイル ハニーマン,432,y,5,Completed,Physical Book,,HarperCollins,ハーパーコリンズ・ ジャパン,16-Dec-2017,Fiction,Contemporary,jp
12-16-19,Friend Request,Laura Marshall,400,y,2,Completed,Physical Book,,Hachette Book,Sphere,11-Jan-2018,Fiction,Thriller,eng
12-10-18,Eleanor Oliphant is Completely Fine,Gail Honeyman,400,y,5,Completed,Physical Book,,HarperCollins,HarperCollins,25-Jan-2018,Fiction,Contemporary,eng
05-19-18,ヲタクに恋は難しい (5),ふじた,127,y,4,Completed,Manga,,一迅社,一迅社,2-Feb-2018,Fiction,Romance,jp
11-13-21,The Psychology of Fashion,Carolyn Mair,150,n,3,Completed,Audiobook,Libby,Routledge,Routledge,15-Mar-2018,Nonfiction,Fashion,eng
02-06-21,Why Mummy Drinks,Gill Sims,352,y,3,Completed,Audiobook,BorrowBox,HarperCollins,HarperCollins,31-May-2018,Nonfiction,Humour/ Satire,eng
09-26-21,ファーストラヴ,島本 理生,299,y,4,Completed,Audiobook,Audible,文藝春秋,文春文庫,31-May-2018,Fiction,Mystery,jp
12-08-20,最後の証人,柚月裕子,320,y,5,Completed,E-Book,Kindle,KADOKAWA,角川文庫,15-Jun-2018,Fiction,Mystery,jp
04-12-18,Ruin and Rising,Leigh Bardugo,421,y,3.5,Completed,Physical Book,,Orion,Orion Children's Books,28-Jun-2018,Fiction,Fantasy,eng
03-08-18,Siege and Storm,Leigh Bardugo,416,y,3,Completed,Physical Book,,orion,Orion Children's Books,28-Jun-2018,Fiction,Fantasy,eng
09-13-21,"Carry On, Jeeves",P. G. Wodehouse,288,y,3.5,Completed,Audiobook,Libby,Penguin Random House,Arrow,28-Jun-2018,Fiction,Humour/ Satire,eng
11-03-21,ヲタクに恋は難しい (6),ふじた,127,n,4,Completed,Manga,Kindle,一迅社,一迅社,31-Jul-2018,Fiction,Romance,jp
05-04-21,ビブリア古書堂の事件手帖 ~扉子と不思議な客人たち~,三上 延,272,y,3,Completed,E-Book,Kindle,KADOKAWA,メディアワークス文庫,22-Sep-2018,Fiction,Contemporary,jp
02-18-19,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,544,y,3.5,Completed,Physical Book,,Penguin Random House,Raven Books,1-Oct-2018,Fiction,Horror,eng
11-06-17,The Gentleman's Guide to Vice and Virtue,Mackenzi Lee,544,y,4.5,Completed,Physical Book,,KTegenBks,KTegenBks,18-Oct-2018,Fiction,Humour/ Satire,eng
01-26-20,Murder by the Book: The Crime That Shocked Dickens's London,Claire Harman,272,n,,Completed,Physical Book,,Penguin Random House,Vintage,25-Oct-2018,Nonfiction,History,eng
09-25-21,Dear Mrs. Bird,AJ Pearce,320,y,4.5,Completed,Audiobook,BorrowBox,Macmillan Publishers,Picador,27-Dec-2018,Fiction,Romance,eng
,The Year of Less,Cait Flanders,218,,,DNF,Audiobook,BorrowBox,Hay House UK,Hay House UK,15-Jan-2019,Fiction,Self Help,eng
02-02-19,The Mermaid and Mrs Hancock,Imogen Hermes Gowar,496,y,1,Completed,Physical Book,,Penguin Random House,Vintage,24-Jan-2019,Fiction,Fantasy,eng
01-05-20,Test,Sylvain Neuvel,110,y,4,Completed,Audiobook,Libby,Macmillan Publishers,tor.com,12-Feb-2019,Fiction,Thriller,eng
04-04-19,あなたもスマホに殺される,志駕 晃,320,y,3,Completed,Physical Book,,KADOKAWA,角川文庫,23-Feb-2019,Fiction,Thriller,jp
01-06-22,Hello World: How to be Human in the Age of the Machine,Hannah Fry,320,y,4.5,Completed,Audiobook,Audible,Penguin Random House,Black Swan,28-Mar-2019,Nonfiction,Data,eng
07-19-19,The Secret Barrister: Stories of the Law and How It's Broken,Secret Barrister,373,n,4,Completed,Physical Book,,Macmillan Publishers,Picador,4-Apr-2019,Nonfiction,Law,eng
05-11-21,"Fragile: Why We Are Feeling More Anxious, Stressed and Overwhelmed Than Ever (And What We Can Do About It)",Stella O'malley,288,n,2,Completed,Audiobook,BorrowBox,Gill Books,Gill Books,5-Apr-2019,Nonfiction,Self Help,eng
10-17-20,Gentleman Jack: The Real Anne Lister The Official Companion to the BBC Series,"Sally Wainwright,Anne Choma",368,y,5,Completed,Audiobook,Unknown,Penguin Random House,BBC Books,25-Apr-2019,Nonfiction,Biographies,eng
12-10-19,The Colours of all the Cattle,Alexander McCall Smith,240,y,3,Completed,Audiobook,BorrowBox,Hachette Book,Abacus,2-May-2019,Fiction,Mystery,eng
02-09-20,陸王,池井戸 潤,752,n,5,Completed,Physical Book,,集英社,集英社文庫,21-Jun-2019,Fiction,経済小説,jp
04-29-22,Factfulness: Ten Reasons We'Re Wrong About The World - And Why Things Are Better Than You Think,"Hans Rosling,Ola Rosling,Anna Rosling Roennlund",352,y,4.5,Completed,Audiobook,Unknown,Hachette Book,Sceptre,27-Jun-2019,Nonfiction,Data,eng
04-06-21,The Bookish Life of Nina Hill,Abbi Waxman,352,y,5,Completed,Audiobook,Libby,Hachette Book,Headline Review,9-Jul-2019,Fiction,Realist Literature,eng
03-22-18,Carry on,Rainbow Rowell,528,y,2,Completed,Physical Book,,Macmillan Publishers,Macmillan Children's Books,11-Jul-2019,Fiction,Bildungsroman,eng
05-25-21,木曜日にはココアを,青山 美智子,211,y,3,Completed,E-Book,Kindle,宝島社,宝島社文庫,6-Aug-2019,Fiction,Realist Literature,jp
08-22-20,Once Upon a River,Diane Setterfield,432,y,3.5,Completed,Physical Book,,Penguin Random House,Black Swan,29-Aug-2019,Fiction,Fantasy,eng
05-03-20,A History of the World in 21 Women,Jenni Murray,304,y,5,Completed,Audiobook,BorrowBox,Oneworld Publications,Oneworld Publications,5-Sep-2019,Nonfiction,History,eng
03-02-21,The Diary of a Bookseller,Shaun Bythell,320,y,3,Completed,Physical Book,,Penguin Random House,Profile Books,13-Sep-2019,Nonfiction,"Essays, Journals & Letters",eng
08-30-20,Before the Coffee Gets Cold,Toshikazu Kawaguchi,224,y,5,Completed,E-Book,BorrowBox,Macmillan Publishers,Picador,19-Sep-2019,Fiction,Fantasy,eng
08-14-21,The Sentence Is Death,Anthony Horowitz,400,y,2,Completed,Audiobook,Audible,Penguin Random House,Century,24-Sep-2019,Fiction,Mystery,eng
08-25-20,"My Sister, the Serial Killer",Oyinkan Braithwaite,240,y,1.5,Completed,Physical Book,,Atlantic Books,Atlantic Books,26-Sep-2019,Fiction,Thriller,eng
06-23-19,Melmoth,Sarah Perry,288,n,1,Completed,Audiobook,Unknown,Serpent's Tail,Serpent's Tail,3-Oct-2019,Fiction,Literary Fiction,eng
06-06-21,The Housekeeper and the Professor,Yoko Ogawa,192,y,5,Completed,E-Book,Libby,Penguin Random House,Vintage Classics,3-Oct-2019,Fiction,Contemporary,eng
,どうしても生きてる,朝井 リョウ,323,y,4,Completed,Audiobook,Audible,幻冬舎,幻冬舎文庫,10-Oct-2019,Fiction,Contemporary,jp
09-01-21,The Girl Who Reads on the Métro,Christine Féret-Fleury,208,y,1,Completed,Audiobook,BorrowBox,Macmillan Publishers,Mantle,17-Oct-2019,Fiction,Contemporary,eng
07-15-21,The Hunting Party,Lucy Foley,416,n,4,Completed,Physical Book,,HarperCollins,HarperFiction,31-Oct-2019,Fiction,Mystery,eng
03-11-22,Honjin Murders,Seishi Yokomizu,192,n,3,Completed,Audiobook,BorrowBox,Penguin Random House,Pushkin Vertigo,5-Dec-2019,Fiction,Mystery,eng
06-02-21,The Binding,Bridget Collins,448,y,5,Completed,Physical Book,,HarperCollins,The Borough Press,26-Dec-2019,Fiction,Fantasy,eng
06-01-21,Reasons to be Cheerful,Nina Stibbe,288,y,1,Completed,Audiobook,BorrowBox,Penguin Random House,Penguin,2-Jan-2020,Fiction,Romance,eng
10-03-20,Blood & Sugar,Laura Shepherd-Robinson,464,y,5,Completed,Physical Book,,Macmillan Publishers,Pan,9-Jan-2020,Fiction,Mystery,eng
02-18-20,The Five: The Untold Lives of the Women Killed by Jack the Ripper,Hallie Rubenhold,432,y,5,Completed,Audiobook,BorrowBox,Penguin Random House,Black Swan,30-Jan-2020,Nonfiction,History,eng
10-02-20,Half a World Away,Mike Gayle,368,y,3,Completed,Physical Book,,Hachette Book,Hodder Paperbacks,20-Feb-2020,Fiction,Contemporary,eng
08-14-21,The Hitchhiker's Guide to the Galaxy,Douglas Adams,244,y,3,Completed,Audiobook,Libby,Macmillan Publishers,Pan,5-Mar-2020,Fiction,Humour/ Satire,eng
12-25-21,Humble Pi: A Comedy of Maths Errors,Matt Parker,336,y,5,Completed,Audiobook,Audible,Penguin Random House,Penguin,5-Mar-2020,Nonfiction,Mathematics,eng
08-25-21,逆ソクラテス,伊坂 幸太郎,288,n,,Completed,Audiobook,Audible,集英社,集英社,24-Apr-2020,Fiction,Bildungsroman,jp
12-30-18,A Court of Wings and Ruin,Sarah J. Maas,736,n,3,Completed,Physical Book,,Bloomsbury,Bloomsbury Publishing,2-Jun-2020,Fiction,Fantasy,eng
08-08-17,A Court of Thorns and Roses,Sarah J. Maas,432,y,4,Completed,Physical Book,,Bloomsbury,Bloomsbury Publishing,2-Jun-2020,Fiction,Fantasy,eng
03-02-18,A Court of Mist and Fury,Sarah J. Maas,656,y,4.5,Completed,Physical Book,,Bloomsbury,Bloomsbury Publishing,2-Jun-2020,Fiction,Romance,eng
02-16-19,The Lady's Guide to Petticoats and Piracy,Mackenzi Lee,480,y,2,Completed,Physical Book,,KTegenBks,KTegenBks,9-Jul-2020,Fiction,Humour/ Satire,eng
04-13-22,Dishonesty is the Second-Best Policy: And Other Rules to Live By,David Mitchell,272,y,4,Completed,Audiobook,Audible,Faber & Faber,Guardian Faber Publishing,3-Sep-2020,Nonfiction,Humour/ Satire,eng
04-23-21,Tales from the Cafe,Toshikazu Kawaguchi,208,y,3,Completed,Audiobook,Libby,Macmillan Publishers,Picador,17-Sep-2020,Fiction,Fantasy,eng
03-21-21,Pride and Papercuts,Staci Hart,290,y,1,Completed,E-Book,Kindle,Independently published,Independently published,8-Oct-2020,Fiction,Romance,eng
05-11-21,The Midnight Library,Matt Haig,304,y,5,Completed,Audiobook,BorrowBox,Canongate Books,Canongate Books,18-Feb-2021,Fiction,Fantasy,eng
03-22-22,The Phone Booth at the Edge of the World: A Novel,Laura Imai Messina,416,y,5,Completed,Audiobook,Audible,Bonnier,Manilla Press,4-Mar-2021,Fiction,Realist Literature,eng
01-26-18,Shadow and Bone,Leigh Bardugo,352,y,3.5,Completed,Physical Book,,Orion,Orion Children's Books,20-Apr-2021,Fiction,Fantasy,eng
05-06-21,Lonely Castle in the Mirror,Mizuki Tsujimura,368,n,5,Completed,Physical Book,,Penguin Random House,Doubleday,22-Apr-2021,Fiction,Fantasy,eng
07-05-21,Moonflower Murders,Anthony Horowitz,608,y,2,Completed,Audiobook,Audible,Penguin Random House,Arrow,29-Apr-2021,Fiction,Mystery,eng
04-18-22,"Thinking, Fast and Slow",Daniel Kahneman,512,y,4,Completed,Audiobook,BorrowBox,Penguin Random House,Penguin,10-May-2021,Nonfiction,Psychology,eng
01-03-21,The Thursday Murder Club,Richard Osman,400,y,2.5,Completed,Physical Book,,Penguin Random House,Penguin,13-May-2021,Fiction,Mystery,eng
,If I Had Your Face,Frances Cha,288,,,Incomplete,Audiobook,Libby,Penguin Random House,Penguin,24-Jun-2021,Fiction,Contemporary,eng
06-29-21,The Marlow Murder Club,Robert Thorogood,352,y,3,Completed,Audiobook,Libby,HarperCollins,HQ,8-Jul-2021,Fiction,Mystery,eng
12-31-21,Calling Bullshit: The Art of Scepticism in a Data-Driven World,"Jevin D. West,Carl T. Bergstrom",336,y,4,Completed,Audiobook,BorrowBox,Penguin Random House,Penguin,5-Aug-2021,Nonfiction,Data,eng
01-05-22,Nudge,Richard H Thaler,384,y,4,Completed,Audiobook,Libby,Penguin Random House,Allen Lane,19-Aug-2021,Nonfiction,Economics,eng
04-17-22,The Man Who Mistook His Job for His Life: How to Thrive at Work by Leaving Your Emotional Baggage Behind,Naomi Shragai,288,y,2,Completed,Audiobook,BorrowBox,WH Allen,WH Allen,26-Aug-2021,Nonfiction,Psychology,eng
09-10-21,A House Through Time,David Olusoga,304,y,4.5,Completed,Audiobook,BorrowBox,Macmillan Publishers,Picador,2-Sep-2021,Nonfiction,Architectural History,eng
11-03-21,The Cat Who Saved Books,Sosuke Natsukawa,244,y,1,Completed,Audiobook,Audible,Macmillan Publishers,Picador,16-Sep-2021,Fiction,Literary Fiction,eng
01-10-22,The Ex Hex: Never mix witchcraft and vodka . . . a spellbinding TikTok-sensation rom-com! Kindle Edition,Erin Sterling,322,y,3,Completed,Audiobook,Audible,Hachette Book,Headline Eternal,28-Sep-2021,Fiction,Fantasy,eng
,Joy at Work: Organizing Your Professional Life,Marie Kondo,288,n,,DNF,Audiobook,BorrowBox,Macmillan Publishers,Bluebird,14-Oct-2021,Nonfiction,Self Help,eng
04-30-19,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,400,y,5,Completed,Physical Book,,Simon & Schuster UK,Simon & Schuster UK,14-Oct-2021,Fiction,Romance,eng
04-27-21,Confessions of a Forty-something F##k Up,Alexandra Potter,528,y,4,Completed,Audiobook,BorrowBox,Macmillan Publishers,Pan,9-Dec-2021,Nonfiction,Humour/ Satire,eng
09-19-18,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,304,y,5,Completed,Physical Book,,Macmillan Publishers,Picador,3-Feb-2022,Nonfiction,Humour/ Satire,eng
04-29-22,Dress Code,Veronique Hyland,272,y,1,Completed,Audiobook,BorrowBox,HarperCollins,Harper Perennial,15-Mar-2022,Nonfiction,Fashion,eng
04-09-22,Noise: A Flaw in Human Judgment,"Cass Sunstein, Daniel Kahneman, and Olivier Sibony",320,n,,DNF,Audiobook,Libby,William Collins,William Collins,31-May-2022,Nonfiction,Data,eng
,Yours Cheerfully,AJ Pearce,368,,,TBR,Audiobook,BorrowBox,Macmillan Publishers,Picador,7-Jul-2022,Fiction,Romance,eng
02-19-20,Twas The Nightshift Before Christmas,Adam Kay,160,y,4,Completed,Physical Book,,Macmillan Publishers,Picador,13-Oct-2022,Nonfiction,Humour/ Satire,eng